PROD_EST,COBERTURA,ANIO,ID_MES,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2014,	02,568774,24314762,156045,189391,169546,9479843,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2014,	03,570141,24373183,155634,189856,168040,9494601,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2014,	04,571511,24431744,155223,190322,166533,9509378,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2014,	05,572884,24490446,154812,190788,165023,9524176,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2014,	06,574260,24549289,154401,191253,163512,9538994,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2014,	07,575640,24608273,153990,191719,161998,9553832,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2014,	08,577023,24667399,153579,192185,160483,9568691,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2014,	09,578410,24726666,153167,192651,158965,9583570,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2014,	10,579799,24786076,152756,193117,157445,9598470,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2014,	11,581192,24845628,152344,193583,155923,9613391,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2014,	12,584017,24903895,151933,194049,154399,9628332,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2015,	01,584328,25014094,152063,194696,154011,9646047,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2015,	02,584641,25124866,152193,195347,153624,9663795,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2015,	03,584956,25236214,152323,196000,153238,9681576,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2015,	04,585272,25348140,152454,196655,152853,9699391,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2015,	05,585590,25460647,152584,197314,152468,9717239,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2015,	06,585909,25573739,152715,197976,152085,9735120,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2015,	07,586230,25687418,152846,198640,151703,9753035,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2015,	08,586553,25801688,152977,199307,151322,9770984,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2015,	09,586878,25916552,153107,199977,150941,9788967,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2015,	10,587204,26032012,153239,200650,150562,9806983,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2015,	11,587532,26148072,153370,201326,150183,9825033,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2015,	12,587861,26264735,153501,202005,149806,9843118,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2016,	01,589525,26404350,153304,203053,150111,9868114,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2016,	02,591193,26544810,153106,204101,150416,9893179,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2016,	03,592865,26686118,152908,205149,150721,9918314,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2016,	04,594540,26828275,152709,206197,151026,9943519,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2016,	05,596219,26971285,152509,207246,151332,9968794,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2016,	06,597902,27115151,152309,208294,151638,9994139,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2016,	07,599588,27259874,152109,209342,151943,10019555,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2016,	08,601278,27405458,151908,210390,152249,10045043,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2016,	09,602972,27551906,151706,211439,152556,10070601,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2016,	10,604670,27699220,151503,212487,152862,10096232,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2016,	11,606371,27847404,151301,213536,153168,10121935,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2016,	12,608076,27996462,151097,214584,153475,10147710,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2017,	01,587991,28201887,143355,224930,139713,10203183,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2017,	02,591798,28384499,144375,226531,140278,10244468,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2017,	03,595628,28568170,145402,228143,140845,10285890,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2017,	04,599479,28752905,146436,229765,141415,10327449,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2017,	05,603353,28938705,147477,231398,141986,10369147,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2017,	06,607249,29125574,148525,233042,142558,10410985,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2017,	07,611168,29313514,149579,234697,143133,10452961,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2017,	08,615108,29502530,150641,236361,143710,10495077,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2017,	09,619072,29692621,151709,238038,144289,10537334,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2017,	10,623058,29883792,152784,239725,144869,10579732,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2017,	11,627066,30076048,153866,241422,145452,10622271,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2017,	12,631097,30269389,154955,243131,146036,10664953,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2018,	01,692496,30316676,180318,221125,155768,10661315,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2018,	02,694931,30423316,181840,222992,155856,10667324,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2018,	03,697376,30530337,183376,224876,155944,10673338,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2018,	04,699829,30637741,184927,226777,156032,10679355,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2018,	05,702291,30745528,186492,228696,156120,10685376,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2018,	06,704762,30853699,188071,230633,156208,10691401,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2018,	07,707242,30962255,189664,232587,156296,10697430,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2018,	08,709730,31071199,191273,234558,156384,10703463,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2018,	09,712228,31180528,192895,236547,156472,10709500,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2018,	10,714734,31290247,194531,238555,156560,10715541,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2018,	11,717249,31400354,196182,240580,156649,10721585,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2018,	12,719773,31510851,197848,242622,156737,10727634,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2019,	01,702858,31633497,190506,250783,156853,10731745,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2019,	02,705170,31737539,190860,251250,156914,10735899,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2019,	03,707496,31842250,191216,251717,156975,10740038,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2019,	04,709835,31947517,191571,252186,157035,10744167,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2019,	05,712187,32053389,191928,252656,157095,10748283,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2019,	06,714554,32159890,192286,253127,157155,10752387,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2019,	07,716934,32267012,192645,253599,157215,10756478,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2019,	08,719328,32374756,193005,254072,157274,10760558,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2019,	09,721735,32483073,193365,254546,157334,10764624,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2019,	10,724155,32592008,193725,255022,157393,10768679,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2019,	11,726591,32701640,194087,255497,157452,10772718,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2019,	12,729044,32812049,194449,255974,157511,10776743,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2020,	01,716585,32892538,192636,258383,142856,10793082,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2020,	02,718037,32959180,192890,258725,142878,10794739,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2020,	03,719490,33025886,193145,259067,142900,10796391,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2020,	04,720945,33092654,193401,259409,142922,10798039,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2020,	05,722401,33159486,193656,259752,142944,10799681,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2020,	06,723858,33226382,193912,260096,142965,10801320,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2020,	07,725317,33293340,194169,260439,142987,10802952,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2020,	08,726777,33360362,194425,260784,143008,10804580,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2020,	09,728238,33427447,194682,261128,143030,10806203,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2020,	10,729701,33494596,194939,261474,143051,10807821,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2020,	11,731165,33561808,195197,261819,143073,10809434,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2020,	12,732631,33629084,195455,262165,143094,10811042,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2021,	01,660450,33785829,183362,273561,123183,10848867,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2021,	02,662075,33868977,183082,273145,123385,10866609,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2021,	03,663704,33952333,182803,272729,123587,10884380,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2021,	04,665338,34035895,182525,272313,123789,10902182,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2021,	05,666975,34119665,182247,271898,123991,10920013,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2021,	06,668617,34203641,181969,271484,124194,10937873,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2021,	07,670263,34287825,181692,271070,124397,10955764,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2021,	08,671912,34372219,181415,270658,124601,10973684,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2021,	09,673566,34456819,181139,270245,124805,10991633,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2021,	10,675224,34541628,180863,269834,125009,11009613,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2021,	11,676886,34626646,180588,269423,125213,11027624,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2021,	12,678552,34711873,180313,269013,125418,11045663,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2022,	01,660452,34816446,178795,271479,122400,11059710,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2022,	02,662063,34901399,179195,272087,122521,11070632,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2022,	03,663677,34986455,179624,272739,122642,11081573,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2022,	04,665292,35071609,180076,273425,122764,11092530,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2022,	05,666910,35156866,180553,274148,122885,11103507,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2022,	06,668529,35242223,181056,274912,123007,11114502,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2022,	07,670150,35327666,181586,275717,123129,11125513,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2022,	08,671772,35413209,182144,276565,123251,11136542,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2022,	09,673397,35498843,182730,277454,123373,11147588,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2022,	10,675023,35584565,183346,278391,123495,11158654,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2022,	11,676651,35670384,183995,279375,123618,11169739,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2022,	12,678281,35756325,184683,280420,123741,11180850,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2023,	01,665213,35962655,176003,294504,120781,11266115,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2023,	02,667421,36082011,176333,295056,121172,11302594,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2023,	03,669632,36201547,176690,295654,121564,11339149,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2023,	04,671845,36321214,177071,296292,121957,11375775,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2023,	05,674062,36441032,177478,296971,122350,11412478,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2023,	06,676281,36561011,177912,297698,122745,11449257,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2023,	07,678503,36681145,178372,298469,123140,11486114,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2023,	08,680728,36801445,178860,299284,123536,11523049,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2023,	09,682957,36921909,179376,300147,123933,11560063,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2023,	10,685188,37042533,179921,301059,124330,11597149,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2023,	11,687422,37163347,180497,302025,124729,11634310,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2023,	12,689661,37284367,181109,303048,125128,11671564,Cifras Definitivas
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2024,	01,690530,37331355,198522,332184,125372,11694354,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2024,	02,691402,37378481,216742,362670,125610,11716580,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2024,	03,692360,37430264,235666,394336,125896,11743275,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2024,	04,693185,37474863,253574,424301,126160,11767887,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2024,	05,694104,37524544,272230,455519,126417,11791887,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2024,	06,695064,37576422,291026,486969,126681,11816507,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2024,	07,696045,37629449,309652,518136,126962,11842744,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2024,	08,697093,37686099,327783,548473,127251,11869701,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2024,	09,698007,37735517,345650,578369,127504,11893274,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2024,	10,698931,37785444,364483,609883,127788,11919719,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2024,	11,700054,37846162,387447,648307,128103,11949098,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2024,	12,701166,37906304,410730,687266,128402,11977028,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2025,	01,702089,37956215,429258,718269,128651,12000253,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2025,	02,703007,38005849,446624,747326,128911,12024470,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2025,	03,703971,38057952,466164,780021,129183,12049818,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2025,	04,704778,38101597,483023,808232,129413,12071286,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2025,	05,705665,38149532,501555,839241,129678,12095981,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2025,	06,706508,38195099,519446,869178,129942,12120616,Cifras Preliminares
Vehículos de motor registrados en circulación. Vehículos de motor,Nacional,2025,	07,707426,38244703,539166,902176,130203,12144974,Cifras Preliminares
